"head","winner","loser","worker_id","rt","Center","Left","Right","Answer","sampleAlg","sampleSet"
26,5,2,"b5wma4no","2297","pncob","fdfyb","fdmow","fdmow","random","train"
31,14,7,"b5wma4no","5707","pnhos","fdmyw","fnmyb","fnmyb","random","train"
31,20,17,"b5wma4no","3283","pnhos","pdcns","pdhnb","pdhnb","random","train"
11,24,4,"b5wma4no","2190","fnfyw","fdmob","pncnb","pncnb","random","train"
1,21,6,"b5wma4no","5663","fdfow","pdhns","fdmyb","pdhns","random","train"
21,26,12,"b5wma4no","3925","pdhns","fnmob","pncob","pncob","random","train"
24,28,17,"b5wma4no","3028","pncnb","pdcns","pnhnb","pnhnb","random","train"
27,25,31,"b5wma4no","2927","pncos","pnhos","pncns","pncns","random","train"
0,31,6,"b5wma4no","3368","fdfob","pnhos","fdmyb","pnhos","random","train"
28,27,13,"b5wma4no","3914","pnhnb","fnmow","pncos","pncos","validation","train"
12,17,20,"b5wma4no","4878","fnmob","pdcns","pdhnb","pdcns","random","train"
5,7,11,"b5wma4no","3493","fdmow","fdmyw","fnfyw","fdmyw","validation","train"
8,17,22,"b5wma4no","1953","fnfob","pdhob","pdcns","pdcns","random","train"
4,31,28,"b5wma4no","3208","fdmob","pnhnb","pnhos","pnhos","random","train"
16,20,4,"b5wma4no","1908","pdcnb","pdhnb","fdmob","pdhnb","validation","train"
10,25,23,"b5wma4no","1942","fnfyb","pdhos","pncns","pncns","random","train"
10,23,26,"b5wma4no","4906","fnfyb","pncob","pdhos","pdhos","random","train"
5,20,15,"b5wma4no","3510","fdmow","pdhnb","fnmyw","pdhnb","validation","train"
13,22,29,"b5wma4no","3087","fnmow","pnhns","pdhob","pdhob","random","train"
4,7,24,"b5wma4no","4183","fdmob","fdmyw","pncnb","fdmyw","random","train"
26,23,17,"b5wma4no","2878","pncob","pdhos","pdcns","pdhos","random","train"
25,11,31,"b5wma4no","4033","pncns","fnfyw","pnhos","fnfyw","random","train"
16,2,8,"b5wma4no","3905","pdcnb","fnfob","fdfyb","fdfyb","random","train"
4,13,15,"b5wma4no","3150","fdmob","fnmow","fnmyw","fnmow","random","train"
17,25,22,"b5wma4no","2755","pdcns","pncns","pdhob","pncns","random","test"
10,15,26,"b5wma4no","4526","fnfyb","fnmyw","pncob","fnmyw","random","train"
15,5,31,"b5wma4no","2147","fnmyw","fdmow","pnhos","fdmow","random","train"
31,21,17,"b5wma4no","1750","pnhos","pdcns","pdhns","pdhns","random","test"
23,22,14,"b5wma4no","1525","pdhos","pdhob","fnmyb","pdhob","random","test"
21,22,19,"b5wma4no","3235","pdhns","pdhob","pdcos","pdhob","random","train"
11,0,5,"b5wma4no","2080","fnfyw","fdmow","fdfob","fdfob","random","train"
4,1,30,"b5wma4no","10394","fdmob","fdfow","pnhob","fdfow","validation","train"
1,30,31,"b5wma4no","7550","fdfow","pnhob","pnhos","pnhob","random","train"
28,26,9,"b5wma4no","3785","pnhnb","pncob","fnfow","pncob","random","train"
5,1,29,"b5wma4no","1297","fdmow","fdfow","pnhns","fdfow","random","train"
2,0,27,"b5wma4no","1447","fdfyb","fdfob","pncos","fdfob","random","test"
31,24,10,"b5wma4no","2030","pnhos","fnfyb","pncnb","pncnb","random","train"
8,12,15,"b5wma4no","3909","fnfob","fnmob","fnmyw","fnmob","random","train"
9,27,19,"b5wma4no","2263","fnfow","pncos","pdcos","pncos","random","train"
16,21,9,"b5wma4no","2900","pdcnb","fnfow","pdhns","pdhns","random","train"
24,22,13,"b5wma4no","2255","pncnb","pdhob","fnmow","pdhob","validation","train"
28,22,13,"b5wma4no","1788","pnhnb","pdhob","fnmow","pdhob","random","train"
29,29,27,"b5wma4no","1311","pnhns","pncos","pnhns","pnhns","check",NA
0,10,9,"b5wma4no","8419","fdfob","fnfow","fnfyb","fnfyb","random","train"
16,11,19,"b5wma4no","3427","pdcnb","pdcos","fnfyw","fnfyw","random","train"
14,28,31,"b5wma4no","1505","fnmyb","pnhos","pnhnb","pnhnb","validation","train"
3,11,30,"b5wma4no","1408","fdfyw","pnhob","fnfyw","fnfyw","random","train"
27,28,4,"b5wma4no","2970","pncos","pnhnb","fdmob","pnhnb","random","train"
2,3,29,"b5wma4no","1468","fdfyb","pnhns","fdfyw","fdfyw","random","train"
19,26,0,"b5wma4no","4157","pdcos","fdfob","pncob","pncob","random","train"
12,4,14,"b5wma4no","4372","fnmob","fdmob","fnmyb","fdmob","validation","train"
26,1,6,"b5wma4no","5562","pncob","fdfow","fdmyb","fdfow","random","train"
5,15,10,"b5wma4no","3683","fdmow","fnmyw","fnfyb","fnmyw","random","train"
17,16,18,"b5wma4no","1876","pdcns","pdcob","pdcnb","pdcnb","validation","train"
26,24,8,"b5wma4no","1417","pncob","fnfob","pncnb","pncnb","random","train"
14,15,16,"b5wma4no","1331","fnmyb","pdcnb","fnmyw","fnmyw","random","train"
1,19,22,"b5wma4no","1694","fdfow","pdhob","pdcos","pdcos","random","train"
14,2,0,"b5wma4no","1740","fnmyb","fdfyb","fdfob","fdfyb","random","train"
4,14,8,"b5wma4no","5250","fdmob","fnmyb","fnfob","fnmyb","random","train"
23,31,10,"b5wma4no","1600","pdhos","pnhos","fnfyb","pnhos","random","train"
13,20,29,"b5wma4no","2544","fnmow","pnhns","pdhnb","pdhnb","random","train"
18,19,3,"b5wma4no","2360","pdcob","fdfyw","pdcos","pdcos","random","test"
4,19,11,"b5wma4no","3367","fdmob","pdcos","fnfyw","pdcos","random","train"
6,21,26,"b5wma4no","2605","fdmyb","pncob","pdhns","pdhns","random","train"
14,0,18,"b5wma4no","3206","fnmyb","pdcob","fdfob","fdfob","random","train"
21,19,28,"b5wma4no","3035","pdhns","pdcos","pnhnb","pdcos","random","train"
25,2,7,"b5wma4no","8107","pncns","fdfyb","fdmyw","fdfyb","random","train"
25,16,27,"b5wma4no","1467","pncns","pncos","pdcnb","pdcnb","random","train"
8,2,31,"b5wma4no","2772","fnfob","pnhos","fdfyb","fdfyb","random","train"
13,6,16,"b5wma4no","2335","fnmow","fdmyb","pdcnb","fdmyb","random","test"
11,6,23,"b5wma4no","3358","fnfyw","fdmyb","pdhos","fdmyb","random","train"
28,14,16,"b5wma4no","2696","pnhnb","fnmyb","pdcnb","fnmyb","random","train"
21,10,12,"b5wma4no","2032","pdhns","fnmob","fnfyb","fnfyb","random","test"
11,16,4,"b5wma4no","8000","fnfyw","pdcnb","fdmob","pdcnb","random","train"
30,27,21,"b5wma4no","2048","pnhob","pncos","pdhns","pncos","random","train"
5,6,17,"b5wma4no","2313","fdmow","pdcns","fdmyb","fdmyb","random","train"
7,1,22,"b5wma4no","1215","fdmyw","fdfow","pdhob","fdfow","random","train"
6,10,17,"b5wma4no","935","fdmyb","pdcns","fnfyb","fnfyb","validation","train"
19,16,11,"b5wma4no","1465","pdcos","fnfyw","pdcnb","pdcnb","random","train"
12,7,23,"b5wma4no","1142","fnmob","pdhos","fdmyw","fdmyw","random","train"
26,9,0,"b5wma4no","2576","pncob","fnfow","fdfob","fnfow","random","train"
22,21,27,"b5wma4no","4019","pdhob","pncos","pdhns","pdhns","random","train"
2,6,23,"b5wma4no","1108","fdfyb","fdmyb","pdhos","fdmyb","random","test"
26,18,29,"b5wma4no","1344","pncob","pnhns","pdcob","pdcob","random","test"
0,13,28,"b5wma4no","3072","fdfob","pnhnb","fnmow","fnmow","random","train"
26,11,6,"b5wma4no","3950","pncob","fnfyw","fdmyb","fnfyw","random","train"
12,8,23,"b5wma4no","1622","fnmob","pdhos","fnfob","fnfob","random","train"
24,28,10,"b5wma4no","1856","pncnb","pnhnb","fnfyb","pnhnb","random","train"
1,8,16,"b5wma4no","2070","fdfow","fnfob","pdcnb","fnfob","random","train"
27,29,21,"b5wma4no","2668","pncos","pdhns","pnhns","pnhns","random","train"
24,2,23,"b5wma4no","2427","pncnb","fdfyb","pdhos","fdfyb","random","train"
12,4,26,"b5wma4no","1495","fnmob","pncob","fdmob","fdmob","random","test"
17,30,4,"b5wma4no","2986","pdcns","pnhob","fdmob","pnhob","random","train"
8,14,31,"b5wma4no","1639","fnfob","fnmyb","pnhos","fnmyb","random","train"
8,29,20,"b5wma4no","2316","fnfob","pdhnb","pnhns","pnhns","random","train"
2,3,8,"b5wma4no","4187","fdfyb","fnfob","fdfyw","fdfyw","random","train"
3,11,27,"b5wma4no","3147","fdfyw","pncos","fnfyw","fnfyw","random","train"
29,21,30,"b5wma4no","5447","pnhns","pnhob","pdhns","pdhns","random","train"
16,26,30,"b5wma4no","1882","pdcnb","pnhob","pncob","pncob","random","train"
21,16,26,"b5wma4no","1731","pdhns","pncob","pdcnb","pdcnb","random","train"
10,10,0,"b5wma4no","2347","fnfyb","fnfyb","fdfob","fnfyb","check",NA
16,28,29,"b5wma4no","3960","pdcnb","pnhnb","pnhns","pnhnb","random","train"
6,29,30,"b5wma4no","1576","fdmyb","pnhns","pnhob","pnhns","random","test"
15,5,19,"b5wma4no","1816","fnmyw","pdcos","fdmow","fdmow","random","train"
2,1,23,"b5wma4no","1888","fdfyb","fdfow","pdhos","fdfow","random","train"
19,22,14,"b5wma4no","1538","pdcos","fnmyb","pdhob","pdhob","random","train"
19,3,28,"b5wma4no","7960","pdcos","pnhnb","fdfyw","fdfyw","random","train"
22,6,14,"b5wma4no","4544","pdhob","fnmyb","fdmyb","fdmyb","random","train"
24,20,4,"b5wma4no","1904","pncnb","fdmob","pdhnb","pdhnb","random","test"
0,5,27,"b5wma4no","1691","fdfob","fdmow","pncos","fdmow","random","train"
29,17,22,"b5wma4no","1921","pnhns","pdcns","pdhob","pdcns","random","train"
6,11,25,"b5wma4no","2196","fdmyb","fnfyw","pncns","fnfyw","random","train"
24,19,6,"b5wma4no","8900","pncnb","pdcos","fdmyb","pdcos","validation","train"
7,13,18,"b5wma4no","1628","fdmyw","pdcob","fnmow","fnmow","random","train"
16,24,15,"b5wma4no","1299","pdcnb","pncnb","fnmyw","pncnb","random","train"
31,31,19,"b5wma4no","1386","pnhos","pnhos","pdcos","pnhos","check",NA
20,21,2,"b5wma4no","1696","pdhnb","pdhns","fdfyb","pdhns","random","test"
25,17,5,"b5wma4no","1351","pncns","pdcns","fdmow","pdcns","random","train"
14,0,17,"b5wma4no","1718","fnmyb","fdfob","pdcns","fdfob","validation","train"
19,31,5,"b5wma4no","1595","pdcos","pnhos","fdmow","pnhos","random","train"
6,0,23,"b5wma4no","1579","fdmyb","pdhos","fdfob","fdfob","validation","train"
22,0,17,"b5wma4no","3714","pdhob","pdcns","fdfob","fdfob","random","test"
3,9,25,"b5wma4no","1906","fdfyw","fnfow","pncns","fnfow","random","train"
23,19,8,"b5wma4no","1375","pdhos","fnfob","pdcos","pdcos","random","train"
22,18,29,"b5wma4no","1368","pdhob","pdcob","pnhns","pdcob","validation","train"
21,30,14,"b5wma4no","2494","pdhns","pnhob","fnmyb","pnhob","random","train"
18,27,14,"b5wma4no","1169","pdcob","fnmyb","pncos","pncos","random","train"
6,12,20,"b5wma4no","1096","fdmyb","fnmob","pdhnb","fnmob","random","train"
5,6,27,"b5wma4no","1301","fdmow","fdmyb","pncos","fdmyb","random","train"
24,28,13,"b5wma4no","1355","pncnb","pnhnb","fnmow","pnhnb","random","train"
16,17,12,"b5wma4no","1177","pdcnb","pdcns","fnmob","pdcns","random","train"
2,3,11,"b5wma4no","2021","fdfyb","fnfyw","fdfyw","fdfyw","random","train"
17,16,30,"b5wma4no","1462","pdcns","pnhob","pdcnb","pdcnb","random","test"
10,6,16,"b5wma4no","1371","fnfyb","fdmyb","pdcnb","fdmyb","validation","train"
2,17,28,"b5wma4no","2162","fdfyb","pdcns","pnhnb","pdcns","random","train"
15,3,8,"b5wma4no","2713","fnmyw","fnfob","fdfyw","fdfyw","random","train"
10,2,20,"b5wma4no","1940","fnfyb","fdfyb","pdhnb","fdfyb","random","train"
25,20,13,"b5wma4no","1575","pncns","pdhnb","fnmow","pdhnb","random","train"
23,24,13,"b5wma4no","3436","pdhos","pncnb","fnmow","pncnb","validation","train"
25,19,11,"b5wma4no","1598","pncns","pdcos","fnfyw","pdcos","random","train"
24,7,9,"b5wma4no","4660","pncnb","fdmyw","fnfow","fdmyw","random","train"
30,19,9,"b5wma4no","1752","pnhob","pdcos","fnfow","pdcos","random","train"
6,0,21,"b5wma4no","3215","fdmyb","pdhns","fdfob","fdfob","random","train"
1,11,6,"d8mmm1qn","1856","fdfow","fnfyw","fdmyb","fnfyw","random","train"
4,12,29,"d8mmm1qn","614","fdmob","fnmob","pnhns","fnmob","random","test"
1,14,23,"d8mmm1qn","1203","fdfow","fnmyb","pdhos","fnmyb","validation","train"
26,25,22,"d8mmm1qn","1454","pncob","pncns","pdhob","pncns","random","test"
23,11,14,"d8mmm1qn","2211","pdhos","fnfyw","fnmyb","fnfyw","random","train"
29,22,4,"d8mmm1qn","1180","pnhns","fdmob","pdhob","pdhob","random","train"
10,9,25,"d8mmm1qn","1195","fnfyb","fnfow","pncns","fnfow","random","train"
18,26,4,"d8mmm1qn","1252","pdcob","pncob","fdmob","pncob","random","train"
17,14,12,"d8mmm1qn","1894","pdcns","fnmob","fnmyb","fnmyb","random","train"
12,16,17,"d8mmm1qn","2470","fnmob","pdcns","pdcnb","pdcnb","random","train"
14,13,8,"d8mmm1qn","2054","fnmyb","fnmow","fnfob","fnmow","random","train"
5,1,22,"d8mmm1qn","1224","fdmow","pdhob","fdfow","fdfow","random","test"
25,30,7,"d8mmm1qn","1156","pncns","fdmyw","pnhob","pnhob","random","train"
26,10,2,"d8mmm1qn","2536","pncob","fnfyb","fdfyb","fnfyb","random","train"
5,8,29,"d8mmm1qn","1400","fdmow","fnfob","pnhns","fnfob","random","train"
8,1,10,"d8mmm1qn","1489","fnfob","fnfyb","fdfow","fdfow","random","train"
29,16,26,"d8mmm1qn","1640","pnhns","pdcnb","pncob","pdcnb","random","train"
26,9,5,"d8mmm1qn","2151","pncob","fnfow","fdmow","fnfow","random","train"
24,16,13,"d8mmm1qn","1588","pncnb","fnmow","pdcnb","pdcnb","random","train"
13,7,20,"d8mmm1qn","1585","fnmow","fdmyw","pdhnb","fdmyw","random","train"
30,29,10,"d8mmm1qn","1603","pnhob","pnhns","fnfyb","pnhns","random","train"
3,15,29,"d8mmm1qn","1686","fdfyw","pnhns","fnmyw","fnmyw","random","train"
29,11,2,"d8mmm1qn","1612","pnhns","fdfyb","fnfyw","fnfyw","random","train"
8,14,19,"d8mmm1qn","1743","fnfob","fnmyb","pdcos","fnmyb","random","train"
26,24,4,"d8mmm1qn","1565","pncob","fdmob","pncnb","pncnb","random","train"
5,9,28,"d8mmm1qn","1479","fdmow","pnhnb","fnfow","fnfow","random","train"
30,30,15,"d8mmm1qn","1481","pnhob","pnhob","fnmyw","pnhob","check",NA
3,5,24,"d8mmm1qn","1676","fdfyw","pncnb","fdmow","fdmow","random","train"
16,25,5,"d8mmm1qn","1705","pdcnb","fdmow","pncns","pncns","random","test"
31,31,2,"d8mmm1qn","1629","pnhos","pnhos","fdfyb","pnhos","check",NA
0,3,11,"d8mmm1qn","1930","fdfob","fnfyw","fdfyw","fdfyw","random","train"
11,20,26,"d8mmm1qn","1727","fnfyw","pncob","pdhnb","pdhnb","random","train"
26,24,3,"d8mmm1qn","1666","pncob","fdfyw","pncnb","pncnb","random","train"
5,11,24,"d8mmm1qn","1446","fdmow","fnfyw","pncnb","fnfyw","validation","train"
16,27,28,"d8mmm1qn","1524","pdcnb","pnhnb","pncos","pncos","validation","train"
5,10,23,"d8mmm1qn","1663","fdmow","pdhos","fnfyb","fnfyb","random","train"
15,13,30,"d8mmm1qn","1679","fnmyw","pnhob","fnmow","fnmow","random","train"
7,1,17,"d8mmm1qn","1856","fdmyw","pdcns","fdfow","fdfow","random","train"
19,23,30,"d8mmm1qn","2094","pdcos","pdhos","pnhob","pdhos","random","train"
20,16,4,"d8mmm1qn","1307","pdhnb","pdcnb","fdmob","pdcnb","validation","train"
5,12,0,"d8mmm1qn","1872","fdmow","fnmob","fdfob","fnmob","random","train"
11,1,16,"d8mmm1qn","1650","fnfyw","fdfow","pdcnb","fdfow","random","train"
18,5,6,"d8mmm1qn","1284","pdcob","fdmyb","fdmow","fdmow","random","train"
3,25,27,"d8mmm1qn","2019","fdfyw","pncos","pncns","pncns","random","train"
10,2,20,"d8mmm1qn","1560","fnfyb","pdhnb","fdfyb","fdfyb","random","train"
6,28,24,"d8mmm1qn","2190","fdmyb","pnhnb","pncnb","pnhnb","random","train"
20,31,19,"d8mmm1qn","1567","pdhnb","pnhos","pdcos","pnhos","random","train"
19,16,9,"d8mmm1qn","917","pdcos","fnfow","pdcnb","pdcnb","validation","train"
1,23,31,"d8mmm1qn","1944","fdfow","pdhos","pnhos","pdhos","random","train"
7,3,0,"d8mmm1qn","1800","fdmyw","fdfyw","fdfob","fdfyw","random","train"
24,18,9,"d8mmm1qn","1331","pncnb","fnfow","pdcob","pdcob","random","train"
18,24,2,"d8mmm1qn","1455","pdcob","pncnb","fdfyb","pncnb","random","train"
21,1,8,"d8mmm1qn","1475","pdhns","fnfob","fdfow","fdfow","random","train"
20,31,19,"d8mmm1qn","1222","pdhnb","pnhos","pdcos","pnhos","validation","train"
20,23,1,"d8mmm1qn","1733","pdhnb","pdhos","fdfow","pdhos","validation","train"
2,9,23,"d8mmm1qn","1660","fdfyb","pdhos","fnfow","fnfow","random","train"
30,27,18,"d8mmm1qn","2527","pnhob","pncos","pdcob","pncos","random","train"
12,1,26,"d8mmm1qn","1524","fnmob","fdfow","pncob","fdfow","random","train"
9,7,27,"d8mmm1qn","1380","fnfow","fdmyw","pncos","fdmyw","random","train"
3,10,23,"d8mmm1qn","1066","fdfyw","pdhos","fnfyb","fnfyb","random","train"
9,12,6,"d8mmm1qn","2015","fnfow","fdmyb","fnmob","fnmob","random","train"
6,9,16,"d8mmm1qn","1402","fdmyb","fnfow","pdcnb","fnfow","random","train"
7,10,31,"d8mmm1qn","1632","fdmyw","fnfyb","pnhos","fnfyb","random","train"
19,29,5,"d8mmm1qn","1631","pdcos","pnhns","fdmow","pnhns","random","train"
9,11,12,"d8mmm1qn","1821","fnfow","fnfyw","fnmob","fnfyw","random","train"
16,31,10,"d8mmm1qn","1240","pdcnb","fnfyb","pnhos","pnhos","random","train"
0,2,20,"d8mmm1qn","1251","fdfob","fdfyb","pdhnb","fdfyb","random","test"
13,13,10,"d8mmm1qn","1788","fnmow","fnmow","fnfyb","fnmow","check",NA
12,6,19,"d8mmm1qn","1400","fnmob","pdcos","fdmyb","fdmyb","random","train"
7,15,8,"d8mmm1qn","1792","fdmyw","fnfob","fnmyw","fnmyw","validation","train"
14,7,17,"d8mmm1qn","1652","fnmyb","pdcns","fdmyw","fdmyw","random","train"
12,10,28,"d8mmm1qn","1675","fnmob","pnhnb","fnfyb","fnfyb","random","train"
16,2,28,"d8mmm1qn","2995","pdcnb","pnhnb","fdfyb","fdfyb","random","train"
25,20,14,"d8mmm1qn","1799","pncns","fnmyb","pdhnb","pdhnb","random","train"
2,5,16,"d8mmm1qn","2825","fdfyb","pdcnb","fdmow","fdmow","random","train"
13,17,20,"d8mmm1qn","4477","fnmow","pdcns","pdhnb","pdcns","random","test"
18,30,8,"d8mmm1qn","1270","pdcob","fnfob","pnhob","pnhob","validation","train"
12,12,13,"d8mmm1qn","1392","fnmob","fnmow","fnmob","fnmob","check",NA
22,30,2,"d8mmm1qn","1456","pdhob","fdfyb","pnhob","pnhob","validation","train"
14,12,3,"d8mmm1qn","1713","fnmyb","fdfyw","fnmob","fnmob","random","train"
28,17,3,"d8mmm1qn","1926","pnhnb","fdfyw","pdcns","pdcns","random","train"
16,18,0,"d8mmm1qn","1601","pdcnb","fdfob","pdcob","pdcob","random","train"
4,15,11,"d8mmm1qn","1439","fdmob","fnfyw","fnmyw","fnmyw","random","train"
1,2,6,"d8mmm1qn","1553","fdfow","fdmyb","fdfyb","fdfyb","random","train"
21,23,6,"d8mmm1qn","1298","pdhns","fdmyb","pdhos","pdhos","random","train"
18,2,14,"d8mmm1qn","1606","pdcob","fdfyb","fnmyb","fdfyb","random","train"
6,14,29,"d8mmm1qn","1601","fdmyb","fnmyb","pnhns","fnmyb","random","train"
21,25,14,"d8mmm1qn","1634","pdhns","pncns","fnmyb","pncns","random","train"
2,5,29,"d8mmm1qn","1342","fdfyb","fdmow","pnhns","fdmow","random","train"
28,22,18,"d8mmm1qn","1337","pnhnb","pdcob","pdhob","pdhob","random","train"
7,29,25,"d8mmm1qn","2146","fdmyw","pncns","pnhns","pnhns","validation","train"
27,9,5,"d8mmm1qn","2202","pncos","fdmow","fnfow","fnfow","random","train"
11,10,6,"d8mmm1qn","1747","fnfyw","fnfyb","fdmyb","fnfyb","random","train"
30,21,26,"d8mmm1qn","1502","pnhob","pdhns","pncob","pdhns","random","train"
7,4,2,"d8mmm1qn","1638","fdmyw","fdfyb","fdmob","fdmob","random","train"
6,20,29,"d8mmm1qn","1644","fdmyb","pnhns","pdhnb","pdhnb","random","test"
17,11,12,"d8mmm1qn","2278","pdcns","fnmob","fnfyw","fnfyw","random","train"
11,12,25,"d8mmm1qn","1618","fnfyw","pncns","fnmob","fnmob","random","train"
4,7,13,"d8mmm1qn","1751","fdmob","fnmow","fdmyw","fdmyw","random","train"
20,22,19,"d8mmm1qn","1318","pdhnb","pdcos","pdhob","pdhob","random","train"
5,1,16,"d8mmm1qn","938","fdmow","pdcnb","fdfow","fdfow","random","train"
24,29,2,"d8mmm1qn","1357","pncnb","pnhns","fdfyb","pnhns","random","train"
19,31,14,"d8mmm1qn","1202","pdcos","fnmyb","pnhos","pnhos","random","test"
23,28,17,"d8mmm1qn","1545","pdhos","pnhnb","pdcns","pnhnb","random","test"
14,7,21,"d8mmm1qn","1193","fnmyb","pdhns","fdmyw","fdmyw","random","train"
12,25,16,"d8mmm1qn","2211","fnmob","pdcnb","pncns","pncns","random","train"
28,14,3,"d8mmm1qn","2124","pnhnb","fnmyb","fdfyw","fnmyb","random","train"
8,26,27,"d8mmm1qn","2728","fnfob","pncos","pncob","pncob","random","train"
4,7,16,"d8mmm1qn","1488","fdmob","fdmyw","pdcnb","fdmyw","random","train"
15,8,28,"d8mmm1qn","1361","fnmyw","fnfob","pnhnb","fnfob","random","train"
17,2,11,"d8mmm1qn","1656","pdcns","fnfyw","fdfyb","fdfyb","random","train"
12,8,16,"d8mmm1qn","1331","fnmob","pdcnb","fnfob","fnfob","random","train"
24,14,15,"d8mmm1qn","2030","pncnb","fnmyb","fnmyw","fnmyb","random","train"
27,23,28,"d8mmm1qn","1758","pncos","pdhos","pnhnb","pdhos","random","test"
22,30,18,"d8mmm1qn","1652","pdhob","pdcob","pnhob","pnhob","random","train"
0,20,28,"d8mmm1qn","1980","fdfob","pnhnb","pdhnb","pdhnb","random","train"
15,7,6,"d8mmm1qn","1784","fnmyw","fdmyw","fdmyb","fdmyw","random","test"
12,5,17,"d8mmm1qn","1514","fnmob","pdcns","fdmow","fdmow","validation","train"
19,26,29,"d8mmm1qn","1572","pdcos","pncob","pnhns","pncob","random","train"
19,24,12,"d8mmm1qn","1586","pdcos","pncnb","fnmob","pncnb","validation","train"
6,20,24,"d8mmm1qn","2124","fdmyb","pdhnb","pncnb","pdhnb","random","train"
18,16,30,"d8mmm1qn","1746","pdcob","pdcnb","pnhob","pdcnb","random","train"
12,14,28,"d8mmm1qn","1424","fnmob","pnhnb","fnmyb","fnmyb","random","train"
11,28,23,"d8mmm1qn","1713","fnfyw","pnhnb","pdhos","pnhnb","random","train"
3,8,12,"d8mmm1qn","1508","fdfyw","fnfob","fnmob","fnfob","random","train"
25,27,10,"d8mmm1qn","1405","pncns","fnfyb","pncos","pncos","random","train"
18,14,15,"d8mmm1qn","2487","pdcob","fnmyw","fnmyb","fnmyb","random","train"
11,2,18,"d8mmm1qn","1362","fnfyw","pdcob","fdfyb","fdfyb","random","train"
6,14,15,"d8mmm1qn","1579","fdmyb","fnmyw","fnmyb","fnmyb","validation","train"
23,12,9,"d8mmm1qn","1766","pdhos","fnmob","fnfow","fnmob","random","train"
3,1,14,"d8mmm1qn","1337","fdfyw","fnmyb","fdfow","fdfow","random","train"
11,3,20,"d8mmm1qn","1285","fnfyw","pdhnb","fdfyw","fdfyw","random","train"
5,13,2,"d8mmm1qn","1524","fdmow","fnmow","fdfyb","fnmow","random","train"
9,1,30,"d8mmm1qn","1536","fnfow","pnhob","fdfow","fdfow","random","train"
7,11,1,"d8mmm1qn","2067","fdmyw","fnfyw","fdfow","fnfyw","validation","train"
17,15,8,"d8mmm1qn","2701","pdcns","fnmyw","fnfob","fnmyw","random","train"
17,17,8,"d8mmm1qn","1660","pdcns","pdcns","fnfob","pdcns","check",NA
5,4,17,"d8mmm1qn","1576","fdmow","pdcns","fdmob","fdmob","random","train"
29,17,0,"d8mmm1qn","1476","pnhns","fdfob","pdcns","pdcns","random","test"
21,7,9,"d8mmm1qn","1597","pdhns","fdmyw","fnfow","fdmyw","random","train"
4,18,25,"d8mmm1qn","1724","fdmob","pdcob","pncns","pdcob","random","train"
30,19,14,"d8mmm1qn","1382","pnhob","fnmyb","pdcos","pdcos","random","train"
14,1,26,"d8mmm1qn","1241","fnmyb","fdfow","pncob","fdfow","random","train"
14,7,19,"d8mmm1qn","1347","fnmyb","fdmyw","pdcos","fdmyw","random","train"
27,24,30,"d8mmm1qn","1779","pncos","pnhob","pncnb","pncnb","random","train"
10,24,20,"d8mmm1qn","2878","fnfyb","pncnb","pdhnb","pncnb","random","train"
20,22,19,"d8mmm1qn","1256","pdhnb","pdcos","pdhob","pdhob","random","train"
29,15,3,"d8mmm1qn","1872","pnhns","fnmyw","fdfyw","fnmyw","random","train"
12,8,7,"d8mmm1qn","1487","fnmob","fdmyw","fnfob","fnfob","random","train"
29,21,17,"d8mmm1qn","1864","pnhns","pdhns","pdcns","pdhns","random","train"
31,25,9,"d8mmm1qn","1330","pnhos","fnfow","pncns","pncns","random","train"
9,8,20,"d8mmm1qn","1234","fnfow","fnfob","pdhnb","fnfob","random","train"
11,8,2,"d8mmm1qn","2074","fnfyw","fdfyb","fnfob","fnfob","random","train"
1,2,29,"d8mmm1qn","1622","fdfow","fdfyb","pnhns","fdfyb","random","train"
15,9,8,"d8mmm1qn","2403","fnmyw","fnfob","fnfow","fnfow","random","train"
11,3,5,"d8mmm1qn","1390","fnfyw","fdmow","fdfyw","fdfyw","random","train"
2,0,30,"d8mmm1qn","1342","fdfyb","fdfob","pnhob","fdfob","random","train"
1,0,24,"d8mmm1qn","1562","fdfow","fdfob","pncnb","fdfob","random","train"
7,10,8,"d8mmm1qn","3038","fdmyw","fnfyb","fnfob","fnfyb","random","train"
17,19,18,"d8mmm1qn","2014","pdcns","pdcob","pdcos","pdcos","validation","train"
21,23,13,"d8mmm1qn","1417","pdhns","fnmow","pdhos","pdhos","random","train"
21,21,20,"d8mmm1qn","1621","pdhns","pdhns","pdhnb","pdhns","check",NA
15,25,27,"d8mmm1qn","2432","fnmyw","pncos","pncns","pncns","random","train"
22,28,3,"d8mmm1qn","1422","pdhob","fdfyw","pnhnb","pnhnb","random","train"
1,22,25,"d8mmm1qn","1825","fdfow","pdhob","pncns","pdhob","random","train"
3,20,28,"d8mmm1qn","1653","fdfyw","pnhnb","pdhnb","pdhnb","random","train"
2,12,21,"d8mmm1qn","1834","fdfyb","fnmob","pdhns","fnmob","random","train"
11,21,23,"d8mmm1qn","1859","fnfyw","pdhos","pdhns","pdhns","random","train"
24,18,3,"d8mmm1qn","1468","pncnb","fdfyw","pdcob","pdcob","random","train"
28,26,9,"d8mmm1qn","1487","pnhnb","fnfow","pncob","pncob","random","train"
4,12,20,"d8mmm1qn","1146","fdmob","fnmob","pdhnb","fnmob","random","train"
