head,winner,loser,worker_id,rt,Center,Left,Right,Answer,sampleAlg,sampleSet
23,34,13,79377,1033,CFD-WF-020-027-F,CFD-BM-009-008-A,CFD-WM-038-011-A,CFD-WM-038-011-A,random,train
0,11,19,79377,1093,CFD-BF-002-004-HO,CFD-WF-001-016-A,CFD-BM-002-016-A,CFD-BM-002-016-A,random,test
7,2,29,79377,2992,CFD-BF-050-012-A,CFD-WM-023-015-F,CFD-BF-002-022-F,CFD-BF-002-022-F,random,train
0,7,9,79377,8641,CFD-BF-002-004-HO,CFD-BM-002-002-F,CFD-BF-050-012-A,CFD-BF-050-012-A,random,test
9,2,18,79377,1256,CFD-BM-002-002-F,CFD-WF-001-009-HO,CFD-BF-002-022-F,CFD-BF-002-022-F,random,train
6,14,28,79377,1800,CFD-BF-050-004-HO,CFD-BM-009-009-F,CFD-WM-023-012-A,CFD-BM-009-009-F,random,train
4,0,11,79377,1755,CFD-BF-005-020-A,CFD-BM-002-016-A,CFD-BF-002-004-HO,CFD-BF-002-004-HO,random,train
34,26,4,79377,4744,CFD-WM-038-011-A,CFD-WF-026-024-F,CFD-BF-005-020-A,CFD-WF-026-024-F,random,test
9,7,0,79377,7736,CFD-BM-002-002-F,CFD-BF-002-004-HO,CFD-BF-050-012-A,CFD-BF-050-012-A,random,train
4,14,2,79377,1076,CFD-BF-005-020-A,CFD-BM-009-009-F,CFD-BF-002-022-F,CFD-BM-009-009-F,random,train
25,28,34,79377,2494,CFD-WF-026-017-HO,CFD-WM-038-011-A,CFD-WM-023-012-A,CFD-WM-023-012-A,random,test
4,13,15,79377,871,CFD-BF-005-020-A,CFD-BM-009-008-A,CFD-BM-038-007-HO,CFD-BM-009-008-A,random,train
15,6,29,79377,861,CFD-BM-038-007-HO,CFD-BF-050-004-HO,CFD-WM-023-015-F,CFD-BF-050-004-HO,random,train
23,28,2,79377,1061,CFD-WF-020-027-F,CFD-WM-023-012-A,CFD-BF-002-022-F,CFD-WM-023-012-A,random,train
4,28,33,79377,1478,CFD-BF-005-020-A,CFD-WM-038-005-HO,CFD-WM-023-012-A,CFD-WM-023-012-A,random,test
32,30,25,79377,784,CFD-WM-033-053-F,CFD-WF-026-017-HO,CFD-WM-033-007-HO,CFD-WM-033-007-HO,random,train
14,7,20,79377,826,CFD-BM-009-009-F,CFD-WF-001-027-F,CFD-BF-050-012-A,CFD-BF-050-012-A,random,train
24,32,18,79377,958,CFD-WF-026-008-A,CFD-WM-033-053-F,CFD-WF-001-009-HO,CFD-WM-033-053-F,random,train
34,35,23,79377,1311,CFD-WM-038-011-A,CFD-WF-020-027-F,CFD-WM-038-018-F,CFD-WM-038-018-F,random,test
6,18,31,79377,1193,CFD-BF-050-004-HO,CFD-WM-033-014-A,CFD-WF-001-009-HO,CFD-WF-001-009-HO,random,train
17,13,22,79377,1193,CFD-BM-038-038-A,CFD-BM-009-008-A,CFD-WF-020-023-HO,CFD-BM-009-008-A,random,test
11,10,33,79377,660,CFD-BM-002-016-A,CFD-WM-038-005-HO,CFD-BM-002-007-HO,CFD-BM-002-007-HO,random,train
8,22,28,79377,1268,CFD-BF-050-036-F,CFD-WM-023-012-A,CFD-WF-020-023-HO,CFD-WF-020-023-HO,random,test
19,1,31,79377,187,CFD-WF-001-016-A,CFD-WM-033-014-A,CFD-BF-002-018-A,CFD-BF-002-018-A,random,train
26,12,17,79377,208,CFD-WF-026-024-F,CFD-BM-038-038-A,CFD-BM-009-003-HO,CFD-BM-009-003-HO,random,train
29,1,29,79377,276,CFD-WM-023-015-F,CFD-WM-023-015-F,CFD-BF-002-018-A,CFD-BF-002-018-A,check,NA
34,14,3,79377,2559,CFD-WM-038-011-A,CFD-BF-005-005-HO,CFD-BM-009-009-F,CFD-BM-009-009-F,random,train
13,16,29,79377,4644,CFD-BM-009-008-A,CFD-WM-023-015-F,CFD-BM-038-017-F,CFD-BM-038-017-F,random,test
33,26,16,79377,10043,CFD-WM-038-005-HO,CFD-BM-038-017-F,CFD-WF-026-024-F,CFD-WF-026-024-F,random,train
13,10,26,79377,1891,CFD-BM-009-008-A,CFD-BM-002-007-HO,CFD-WF-026-024-F,CFD-BM-002-007-HO,random,test
15,2,32,79377,1197,CFD-BM-038-007-HO,CFD-WM-033-053-F,CFD-BF-002-022-F,CFD-BF-002-022-F,random,test
1,20,35,79377,1610,CFD-BF-002-018-A,CFD-WM-038-018-F,CFD-WF-001-027-F,CFD-WF-001-027-F,random,train
7,30,27,79377,2254,CFD-BF-050-012-A,CFD-WM-033-007-HO,CFD-WM-023-004-HO,CFD-WM-033-007-HO,random,train
18,8,16,79377,1320,CFD-WF-001-009-HO,CFD-BM-038-017-F,CFD-BF-050-036-F,CFD-BF-050-036-F,random,train
10,29,7,79377,175,CFD-BM-002-007-HO,CFD-BF-050-012-A,CFD-WM-023-015-F,CFD-WM-023-015-F,random,train
31,28,26,79377,5,CFD-WM-033-014-A,CFD-WF-026-024-F,CFD-WM-023-012-A,CFD-WM-023-012-A,random,train
27,24,31,79377,30,CFD-WM-023-004-HO,CFD-WM-033-014-A,CFD-WF-026-008-A,CFD-WF-026-008-A,random,test
21,28,20,79377,1281,CFD-WF-020-012-A,CFD-WF-001-027-F,CFD-WM-023-012-A,CFD-WM-023-012-A,random,train
35,5,8,79377,1503,CFD-WM-038-018-F,CFD-BF-005-022-F,CFD-BF-050-036-F,CFD-BF-005-022-F,random,train
24,16,14,79377,1472,CFD-WF-026-008-A,CFD-BM-038-017-F,CFD-BM-009-009-F,CFD-BM-038-017-F,random,train
5,14,9,80900,3274,CFD-BF-005-022-F,CFD-BM-002-002-F,CFD-BM-009-009-F,CFD-BM-009-009-F,validation,train
24,31,28,80900,1424,CFD-WF-026-008-A,CFD-WM-033-014-A,CFD-WM-023-012-A,CFD-WM-033-014-A,validation,train
11,28,34,80900,1496,CFD-BM-002-016-A,CFD-WM-023-012-A,CFD-WM-038-011-A,CFD-WM-023-012-A,validation,train
2,23,20,80900,1320,CFD-BF-002-022-F,CFD-WF-001-027-F,CFD-WF-020-027-F,CFD-WF-020-027-F,validation,train
0,8,4,80900,1264,CFD-BF-002-004-HO,CFD-BF-005-020-A,CFD-BF-050-036-F,CFD-BF-050-036-F,validation,train
32,14,16,80900,1976,CFD-WM-033-053-F,CFD-BM-009-009-F,CFD-BM-038-017-F,CFD-BM-009-009-F,validation,train
9,15,13,80900,2653,CFD-BM-002-002-F,CFD-BM-009-008-A,CFD-BM-038-007-HO,CFD-BM-038-007-HO,validation,train
15,0,6,80900,1194,CFD-BM-038-007-HO,CFD-BF-002-004-HO,CFD-BF-050-004-HO,CFD-BF-002-004-HO,validation,train
29,33,31,80900,1457,CFD-WM-023-015-F,CFD-WM-033-014-A,CFD-WM-038-005-HO,CFD-WM-038-005-HO,validation,train
35,23,26,80900,2123,CFD-WM-038-018-F,CFD-WF-020-027-F,CFD-WF-026-024-F,CFD-WF-020-027-F,validation,train
19,7,1,80900,1792,CFD-WF-001-016-A,CFD-BF-050-012-A,CFD-BF-002-018-A,CFD-BF-050-012-A,validation,train
18,21,26,80900,1761,CFD-WF-001-009-HO,CFD-WF-020-012-A,CFD-WF-026-024-F,CFD-WF-020-012-A,validation,train
29,13,1,80900,1390,CFD-WM-023-015-F,CFD-BF-002-018-A,CFD-BM-009-008-A,CFD-BM-009-008-A,random,train
15,13,31,80900,2631,CFD-BM-038-007-HO,CFD-WM-033-014-A,CFD-BM-009-008-A,CFD-BM-009-008-A,random,train
13,11,32,80900,2629,CFD-BM-009-008-A,CFD-BM-002-016-A,CFD-WM-033-053-F,CFD-BM-002-016-A,random,train
21,19,34,80900,1889,CFD-WF-020-012-A,CFD-WM-038-011-A,CFD-WF-001-016-A,CFD-WF-001-016-A,random,train
7,3,10,80900,7153,CFD-BF-050-012-A,CFD-BM-002-007-HO,CFD-BF-005-005-HO,CFD-BF-005-005-HO,random,train
12,0,6,80900,2925,CFD-BM-009-003-HO,CFD-BF-050-004-HO,CFD-BF-002-004-HO,CFD-BF-002-004-HO,random,train
17,6,10,80900,2428,CFD-BM-038-038-A,CFD-BM-002-007-HO,CFD-BF-050-004-HO,CFD-BF-050-004-HO,random,train
2,19,21,80900,1495,CFD-BF-002-022-F,CFD-WF-001-016-A,CFD-WF-020-012-A,CFD-WF-001-016-A,random,train
3,30,7,80900,2009,CFD-BF-005-005-HO,CFD-WM-033-007-HO,CFD-BF-050-012-A,CFD-WM-033-007-HO,random,train
34,32,13,80900,1214,CFD-WM-038-011-A,CFD-WM-033-053-F,CFD-BM-009-008-A,CFD-WM-033-053-F,random,test
10,6,20,80900,1318,CFD-BM-002-007-HO,CFD-WF-001-027-F,CFD-BF-050-004-HO,CFD-BF-050-004-HO,random,train
19,0,9,80900,2989,CFD-WF-001-016-A,CFD-BF-002-004-HO,CFD-BM-002-002-F,CFD-BF-002-004-HO,random,test
29,14,0,80900,1197,CFD-WM-023-015-F,CFD-BF-002-004-HO,CFD-BM-009-009-F,CFD-BM-009-009-F,random,test
23,28,31,80900,1736,CFD-WF-020-027-F,CFD-WM-033-014-A,CFD-WM-023-012-A,CFD-WM-023-012-A,random,train
7,6,17,80900,1648,CFD-BF-050-012-A,CFD-BF-050-004-HO,CFD-BM-038-038-A,CFD-BF-050-004-HO,random,train
13,30,22,80900,3434,CFD-BM-009-008-A,CFD-WM-033-007-HO,CFD-WF-020-023-HO,CFD-WM-033-007-HO,random,train
25,27,34,80900,1833,CFD-WF-026-017-HO,CFD-WM-038-011-A,CFD-WM-023-004-HO,CFD-WM-023-004-HO,random,train
16,31,4,80900,1416,CFD-BM-038-017-F,CFD-BF-005-020-A,CFD-WM-033-014-A,CFD-WM-033-014-A,random,train
10,29,24,80900,1736,CFD-BM-002-007-HO,CFD-WM-023-015-F,CFD-WF-026-008-A,CFD-WM-023-015-F,random,train
1,15,3,80900,1198,CFD-BF-002-018-A,CFD-BM-038-007-HO,CFD-BF-005-005-HO,CFD-BM-038-007-HO,random,test
33,33,15,80900,1014,CFD-WM-038-005-HO,CFD-WM-038-005-HO,CFD-BM-038-007-HO,CFD-WM-038-005-HO,check,NA
22,28,6,80900,1947,CFD-WF-020-023-HO,CFD-BF-050-004-HO,CFD-WM-023-012-A,CFD-WM-023-012-A,random,train
1,13,7,80900,1469,CFD-BF-002-018-A,CFD-BM-009-008-A,CFD-BF-050-012-A,CFD-BM-009-008-A,random,train
17,34,8,80900,1448,CFD-BM-038-038-A,CFD-BF-050-036-F,CFD-WM-038-011-A,CFD-WM-038-011-A,random,train
23,35,8,80900,1615,CFD-WF-020-027-F,CFD-BF-050-036-F,CFD-WM-038-018-F,CFD-WM-038-018-F,random,test
23,34,11,80900,1021,CFD-WF-020-027-F,CFD-WM-038-011-A,CFD-BM-002-016-A,CFD-WM-038-011-A,random,test
30,1,11,80900,2991,CFD-WM-033-007-HO,CFD-BF-002-018-A,CFD-BM-002-016-A,CFD-BF-002-018-A,random,test
7,6,12,80900,2193,CFD-BF-050-012-A,CFD-BF-050-004-HO,CFD-BM-009-003-HO,CFD-BF-050-004-HO,random,test
8,32,11,80900,1904,CFD-BF-050-036-F,CFD-WM-033-053-F,CFD-BM-002-016-A,CFD-WM-033-053-F,random,test
1,7,32,80900,1247,CFD-BF-002-018-A,CFD-WM-033-053-F,CFD-BF-050-012-A,CFD-BF-050-012-A,random,train
0,33,3,80900,1212,CFD-BF-002-004-HO,CFD-WM-038-005-HO,CFD-BF-005-005-HO,CFD-WM-038-005-HO,random,train
32,33,31,80900,1512,CFD-WM-033-053-F,CFD-WM-038-005-HO,CFD-WM-033-014-A,CFD-WM-038-005-HO,random,train
8,22,28,80900,3889,CFD-BF-050-036-F,CFD-WF-020-023-HO,CFD-WM-023-012-A,CFD-WF-020-023-HO,random,train
11,10,30,80900,3769,CFD-BM-002-016-A,CFD-WM-033-007-HO,CFD-BM-002-007-HO,CFD-BM-002-007-HO,random,test
35,8,24,80900,1534,CFD-WM-038-018-F,CFD-WF-026-008-A,CFD-BF-050-036-F,CFD-BF-050-036-F,random,test
31,26,4,80900,1829,CFD-WM-033-014-A,CFD-WF-026-024-F,CFD-BF-005-020-A,CFD-WF-026-024-F,random,train
12,32,31,80900,1945,CFD-BM-009-003-HO,CFD-WM-033-014-A,CFD-WM-033-053-F,CFD-WM-033-053-F,random,train
1,12,6,80900,1525,CFD-BF-002-018-A,CFD-BF-050-004-HO,CFD-BM-009-003-HO,CFD-BM-009-003-HO,random,train
17,17,13,80900,1010,CFD-BM-038-038-A,CFD-BM-009-008-A,CFD-BM-038-038-A,CFD-BM-038-038-A,check,NA
9,2,25,80900,1340,CFD-BM-002-002-F,CFD-WF-026-017-HO,CFD-BF-002-022-F,CFD-BF-002-022-F,random,train
33,12,17,80900,1397,CFD-WM-038-005-HO,CFD-BM-038-038-A,CFD-BM-009-003-HO,CFD-BM-009-003-HO,random,train
24,27,12,80900,1076,CFD-WF-026-008-A,CFD-BM-009-003-HO,CFD-WM-023-004-HO,CFD-WM-023-004-HO,random,test
6,31,17,80900,1551,CFD-BF-050-004-HO,CFD-WM-033-014-A,CFD-BM-038-038-A,CFD-WM-033-014-A,random,train
16,12,28,80900,2708,CFD-BM-038-017-F,CFD-WM-023-012-A,CFD-BM-009-003-HO,CFD-BM-009-003-HO,random,train
21,12,6,80900,4590,CFD-WF-020-012-A,CFD-BM-009-003-HO,CFD-BF-050-004-HO,CFD-BM-009-003-HO,random,train
34,21,0,80900,1390,CFD-WM-038-011-A,CFD-WF-020-012-A,CFD-BF-002-004-HO,CFD-WF-020-012-A,random,test
35,29,15,80900,1100,CFD-WM-038-018-F,CFD-WM-023-015-F,CFD-BM-038-007-HO,CFD-WM-023-015-F,random,train
34,26,1,80900,1913,CFD-WM-038-011-A,CFD-WF-026-024-F,CFD-BF-002-018-A,CFD-WF-026-024-F,random,test
3,25,7,80900,962,CFD-BF-005-005-HO,CFD-WF-026-017-HO,CFD-BF-050-012-A,CFD-WF-026-017-HO,random,test
7,10,13,80900,1748,CFD-BF-050-012-A,CFD-BM-002-007-HO,CFD-BM-009-008-A,CFD-BM-002-007-HO,random,train
29,11,8,80900,1341,CFD-WM-023-015-F,CFD-BF-050-036-F,CFD-BM-002-016-A,CFD-BM-002-016-A,random,train
16,33,22,80900,1205,CFD-BM-038-017-F,CFD-WM-038-005-HO,CFD-WF-020-023-HO,CFD-WM-038-005-HO,random,train
19,21,3,80900,1453,CFD-WF-001-016-A,CFD-BF-005-005-HO,CFD-WF-020-012-A,CFD-WF-020-012-A,random,train
9,11,15,80900,955,CFD-BM-002-002-F,CFD-BM-038-007-HO,CFD-BM-002-016-A,CFD-BM-002-016-A,random,train
7,32,27,80900,2450,CFD-BF-050-012-A,CFD-WM-023-004-HO,CFD-WM-033-053-F,CFD-WM-033-053-F,random,test
23,35,27,80900,1253,CFD-WF-020-027-F,CFD-WM-023-004-HO,CFD-WM-038-018-F,CFD-WM-038-018-F,random,test
28,28,17,80900,1487,CFD-WM-023-012-A,CFD-WM-023-012-A,CFD-BM-038-038-A,CFD-WM-023-012-A,check,NA
34,31,18,80900,1131,CFD-WM-038-011-A,CFD-WM-033-014-A,CFD-WF-001-009-HO,CFD-WM-033-014-A,random,train
14,16,27,80900,1182,CFD-BM-009-009-F,CFD-WM-023-004-HO,CFD-BM-038-017-F,CFD-BM-038-017-F,random,train
35,20,3,80900,1124,CFD-WM-038-018-F,CFD-WF-001-027-F,CFD-BF-005-005-HO,CFD-WF-001-027-F,random,train
0,14,29,80900,1846,CFD-BF-002-004-HO,CFD-BM-009-009-F,CFD-WM-023-015-F,CFD-BM-009-009-F,random,test
30,10,9,80900,2280,CFD-WM-033-007-HO,CFD-BM-002-007-HO,CFD-BM-002-002-F,CFD-BM-002-007-HO,random,test
28,17,2,80900,1298,CFD-WM-023-012-A,CFD-BF-002-022-F,CFD-BM-038-038-A,CFD-BM-038-038-A,random,train
11,31,27,80900,1090,CFD-BM-002-016-A,CFD-WM-033-014-A,CFD-WM-023-004-HO,CFD-WM-033-014-A,random,train
16,28,18,80900,1182,CFD-BM-038-017-F,CFD-WM-023-012-A,CFD-WF-001-009-HO,CFD-WM-023-012-A,random,train
17,1,22,80900,1147,CFD-BM-038-038-A,CFD-WF-020-023-HO,CFD-BF-002-018-A,CFD-BF-002-018-A,random,train
0,5,8,80900,2052,CFD-BF-002-004-HO,CFD-BF-005-022-F,CFD-BF-050-036-F,CFD-BF-005-022-F,random,train
16,34,7,80900,1226,CFD-BM-038-017-F,CFD-WM-038-011-A,CFD-BF-050-012-A,CFD-WM-038-011-A,random,train
16,29,20,80900,1283,CFD-BM-038-017-F,CFD-WF-001-027-F,CFD-WM-023-015-F,CFD-WM-023-015-F,random,train
29,29,5,80900,1115,CFD-WM-023-015-F,CFD-BF-005-022-F,CFD-WM-023-015-F,CFD-WM-023-015-F,check,NA
28,25,12,80900,1662,CFD-WM-023-012-A,CFD-BM-009-003-HO,CFD-WF-026-017-HO,CFD-WF-026-017-HO,random,train
13,17,1,80900,1131,CFD-BM-009-008-A,CFD-BM-038-038-A,CFD-BF-002-018-A,CFD-BM-038-038-A,random,train
2,20,30,80900,2619,CFD-BF-002-022-F,CFD-WF-001-027-F,CFD-WM-033-007-HO,CFD-WF-001-027-F,random,train
28,9,6,80900,2957,CFD-WM-023-012-A,CFD-BM-002-002-F,CFD-BF-050-004-HO,CFD-BM-002-002-F,random,train
24,5,22,80900,1374,CFD-WF-026-008-A,CFD-WF-020-023-HO,CFD-BF-005-022-F,CFD-BF-005-022-F,random,train
21,17,22,80900,1472,CFD-WF-020-012-A,CFD-BM-038-038-A,CFD-WF-020-023-HO,CFD-BM-038-038-A,random,train
6,19,17,80900,5700,CFD-BF-050-004-HO,CFD-BM-038-038-A,CFD-WF-001-016-A,CFD-WF-001-016-A,random,train
12,0,9,80900,2320,CFD-BM-009-003-HO,CFD-BF-002-004-HO,CFD-BM-002-002-F,CFD-BF-002-004-HO,random,train
13,23,20,80900,1876,CFD-BM-009-008-A,CFD-WF-001-027-F,CFD-WF-020-027-F,CFD-WF-020-027-F,random,train
26,32,4,80900,1638,CFD-WF-026-024-F,CFD-BF-005-020-A,CFD-WM-033-053-F,CFD-WM-033-053-F,random,train
15,20,29,80900,1839,CFD-BM-038-007-HO,CFD-WF-001-027-F,CFD-WM-023-015-F,CFD-WF-001-027-F,random,train
5,22,30,80900,2586,CFD-BF-005-022-F,CFD-WF-020-023-HO,CFD-WM-033-007-HO,CFD-WF-020-023-HO,random,train
15,2,23,80900,1582,CFD-BM-038-007-HO,CFD-WF-020-027-F,CFD-BF-002-022-F,CFD-BF-002-022-F,random,train
32,26,16,80900,1895,CFD-WM-033-053-F,CFD-BM-038-017-F,CFD-WF-026-024-F,CFD-WF-026-024-F,random,train
4,16,30,80900,1588,CFD-BF-005-020-A,CFD-BM-038-017-F,CFD-WM-033-007-HO,CFD-BM-038-017-F,random,train
32,26,34,80900,1531,CFD-WM-033-053-F,CFD-WF-026-024-F,CFD-WM-038-011-A,CFD-WF-026-024-F,random,train
2,8,24,80900,5688,CFD-BF-002-022-F,CFD-WF-026-008-A,CFD-BF-050-036-F,CFD-BF-050-036-F,random,test
4,6,33,80900,1076,CFD-BF-005-020-A,CFD-BF-050-004-HO,CFD-WM-038-005-HO,CFD-BF-050-004-HO,random,test
19,10,14,80900,1992,CFD-WF-001-016-A,CFD-BM-002-007-HO,CFD-BM-009-009-F,CFD-BM-002-007-HO,random,test
0,4,33,80900,735,CFD-BF-002-004-HO,CFD-WM-038-005-HO,CFD-BF-005-020-A,CFD-BF-005-020-A,random,train
5,8,25,80900,486,CFD-BF-005-022-F,CFD-BF-050-036-F,CFD-WF-026-017-HO,CFD-BF-050-036-F,random,train
7,5,3,80900,367,CFD-BF-050-012-A,CFD-BF-005-005-HO,CFD-BF-005-022-F,CFD-BF-005-022-F,random,train
5,32,8,80900,414,CFD-BF-005-022-F,CFD-WM-033-053-F,CFD-BF-050-036-F,CFD-WM-033-053-F,random,train
4,25,32,80900,1557,CFD-BF-005-020-A,CFD-WF-026-017-HO,CFD-WM-033-053-F,CFD-WF-026-017-HO,random,train
24,28,33,80900,1170,CFD-WF-026-008-A,CFD-WM-023-012-A,CFD-WM-038-005-HO,CFD-WM-023-012-A,random,train
26,13,23,80900,1370,CFD-WF-026-024-F,CFD-BM-009-008-A,CFD-WF-020-027-F,CFD-BM-009-008-A,random,test
10,5,32,80900,1982,CFD-BM-002-007-HO,CFD-WM-033-053-F,CFD-BF-005-022-F,CFD-BF-005-022-F,random,train
18,20,1,80900,1123,CFD-WF-001-009-HO,CFD-WF-001-027-F,CFD-BF-002-018-A,CFD-WF-001-027-F,random,test
22,19,5,80900,960,CFD-WF-020-023-HO,CFD-BF-005-022-F,CFD-WF-001-016-A,CFD-WF-001-016-A,random,train
21,2,3,80900,753,CFD-WF-020-012-A,CFD-BF-002-022-F,CFD-BF-005-005-HO,CFD-BF-002-022-F,random,train
22,33,9,80900,1091,CFD-WF-020-023-HO,CFD-BM-002-002-F,CFD-WM-038-005-HO,CFD-WM-038-005-HO,random,test
16,6,10,80900,631,CFD-BM-038-017-F,CFD-BF-050-004-HO,CFD-BM-002-007-HO,CFD-BF-050-004-HO,random,train
18,24,33,80900,560,CFD-WF-001-009-HO,CFD-WF-026-008-A,CFD-WM-038-005-HO,CFD-WF-026-008-A,random,train
2,5,4,80900,462,CFD-BF-002-022-F,CFD-BF-005-022-F,CFD-BF-005-020-A,CFD-BF-005-022-F,random,train
29,14,32,80900,543,CFD-WM-023-015-F,CFD-BM-009-009-F,CFD-WM-033-053-F,CFD-BM-009-009-F,random,test
26,15,26,80900,706,CFD-WF-026-024-F,CFD-WF-026-024-F,CFD-BM-038-007-HO,CFD-BM-038-007-HO,check,NA
8,26,33,80900,713,CFD-BF-050-036-F,CFD-WF-026-024-F,CFD-WM-038-005-HO,CFD-WF-026-024-F,random,train
16,29,23,80900,1600,CFD-BM-038-017-F,CFD-WF-020-027-F,CFD-WM-023-015-F,CFD-WM-023-015-F,random,test
23,20,2,80900,944,CFD-WF-020-027-F,CFD-WF-001-027-F,CFD-BF-002-022-F,CFD-WF-001-027-F,random,train
0,11,31,80900,2250,CFD-BF-002-004-HO,CFD-BM-002-016-A,CFD-WM-033-014-A,CFD-BM-002-016-A,random,train
8,23,17,80900,1810,CFD-BF-050-036-F,CFD-WF-020-027-F,CFD-BM-038-038-A,CFD-WF-020-027-F,random,train
16,29,15,80900,1324,CFD-BM-038-017-F,CFD-WM-023-015-F,CFD-BM-038-007-HO,CFD-WM-023-015-F,random,test
4,14,20,80900,8660,CFD-BF-005-020-A,CFD-WF-001-027-F,CFD-BM-009-009-F,CFD-BM-009-009-F,random,train
0,0,3,80900,960,CFD-BF-002-004-HO,CFD-BF-005-005-HO,CFD-BF-002-004-HO,CFD-BF-002-004-HO,check,NA
3,24,23,80900,1814,CFD-BF-005-005-HO,CFD-WF-026-008-A,CFD-WF-020-027-F,CFD-WF-026-008-A,random,train
9,3,4,80900,1652,CFD-BM-002-002-F,CFD-BF-005-020-A,CFD-BF-005-005-HO,CFD-BF-005-005-HO,random,test
8,20,26,80900,3472,CFD-BF-050-036-F,CFD-WF-026-024-F,CFD-WF-001-027-F,CFD-WF-001-027-F,random,train
0,11,13,80900,5000,CFD-BF-002-004-HO,CFD-BM-009-008-A,CFD-BM-002-016-A,CFD-BM-002-016-A,random,train
21,7,9,80900,1312,CFD-WF-020-012-A,CFD-BF-050-012-A,CFD-BM-002-002-F,CFD-BF-050-012-A,random,train
29,1,12,80900,1087,CFD-WM-023-015-F,CFD-BM-009-003-HO,CFD-BF-002-018-A,CFD-BF-002-018-A,random,test
9,34,17,80900,1033,CFD-BM-002-002-F,CFD-BM-038-038-A,CFD-WM-038-011-A,CFD-WM-038-011-A,random,train
32,7,19,80900,912,CFD-WM-033-053-F,CFD-BF-050-012-A,CFD-WF-001-016-A,CFD-BF-050-012-A,random,train
6,10,25,80900,1491,CFD-BF-050-004-HO,CFD-WF-026-017-HO,CFD-BM-002-007-HO,CFD-BM-002-007-HO,random,test
12,27,32,80900,943,CFD-BM-009-003-HO,CFD-WM-023-004-HO,CFD-WM-033-053-F,CFD-WM-023-004-HO,random,train
28,21,32,80900,1161,CFD-WM-023-012-A,CFD-WM-033-053-F,CFD-WF-020-012-A,CFD-WF-020-012-A,random,train
30,27,15,80900,977,CFD-WM-033-007-HO,CFD-WM-023-004-HO,CFD-BM-038-007-HO,CFD-WM-023-004-HO,random,train
16,25,19,80900,2054,CFD-BM-038-017-F,CFD-WF-001-016-A,CFD-WF-026-017-HO,CFD-WF-026-017-HO,random,train
13,34,12,80900,2397,CFD-BM-009-008-A,CFD-WM-038-011-A,CFD-BM-009-003-HO,CFD-WM-038-011-A,random,train
5,29,0,80900,1378,CFD-BF-005-022-F,CFD-BF-002-004-HO,CFD-WM-023-015-F,CFD-WM-023-015-F,random,train
13,20,3,80900,1609,CFD-BM-009-008-A,CFD-BF-005-005-HO,CFD-WF-001-027-F,CFD-WF-001-027-F,random,test
20,24,3,80900,1971,CFD-WF-001-027-F,CFD-WF-026-008-A,CFD-BF-005-005-HO,CFD-WF-026-008-A,random,test
31,35,5,80900,2285,CFD-WM-033-014-A,CFD-BF-005-022-F,CFD-WM-038-018-F,CFD-WM-038-018-F,random,train
11,7,29,80900,1154,CFD-BM-002-016-A,CFD-BF-050-012-A,CFD-WM-023-015-F,CFD-BF-050-012-A,random,test
1,5,18,80900,1618,CFD-BF-002-018-A,CFD-BF-005-022-F,CFD-WF-001-009-HO,CFD-BF-005-022-F,random,test
17,21,26,80900,1248,CFD-BM-038-038-A,CFD-WF-026-024-F,CFD-WF-020-012-A,CFD-WF-020-012-A,random,train
31,7,22,80900,1300,CFD-WM-033-014-A,CFD-WF-020-023-HO,CFD-BF-050-012-A,CFD-BF-050-012-A,random,test
12,35,28,80900,2156,CFD-BM-009-003-HO,CFD-WM-038-018-F,CFD-WM-023-012-A,CFD-WM-038-018-F,random,train
5,15,13,80900,2309,CFD-BF-005-022-F,CFD-BM-038-007-HO,CFD-BM-009-008-A,CFD-BM-038-007-HO,random,test
28,2,25,80900,1524,CFD-WM-023-012-A,CFD-WF-026-017-HO,CFD-BF-002-022-F,CFD-BF-002-022-F,random,train
0,16,27,80900,2736,CFD-BF-002-004-HO,CFD-WM-023-004-HO,CFD-BM-038-017-F,CFD-BM-038-017-F,random,train
11,19,33,80900,1567,CFD-BM-002-016-A,CFD-WF-001-016-A,CFD-WM-038-005-HO,CFD-WF-001-016-A,random,train
33,22,17,80900,1274,CFD-WM-038-005-HO,CFD-WF-020-023-HO,CFD-BM-038-038-A,CFD-WF-020-023-HO,random,test
16,17,4,80900,1025,CFD-BM-038-017-F,CFD-BF-005-020-A,CFD-BM-038-038-A,CFD-BM-038-038-A,random,test
24,17,6,80900,1207,CFD-WF-026-008-A,CFD-BF-050-004-HO,CFD-BM-038-038-A,CFD-BM-038-038-A,random,test
25,25,29,80900,1176,CFD-WF-026-017-HO,CFD-WF-026-017-HO,CFD-WM-023-015-F,CFD-WF-026-017-HO,check,NA
21,4,14,80900,1181,CFD-WF-020-012-A,CFD-BM-009-009-F,CFD-BF-005-020-A,CFD-BF-005-020-A,random,train
16,26,27,80900,1675,CFD-BM-038-017-F,CFD-WM-023-004-HO,CFD-WF-026-024-F,CFD-WF-026-024-F,random,train
24,32,6,80900,1247,CFD-WF-026-008-A,CFD-WM-033-053-F,CFD-BF-050-004-HO,CFD-WM-033-053-F,random,train
23,29,8,80900,1449,CFD-WF-020-027-F,CFD-BF-050-036-F,CFD-WM-023-015-F,CFD-WM-023-015-F,random,train
